characteristic,characteristic_phrase,confidence,internal_value,rfq_id,sentence_index,source_sentence,v4_decision,v4_threshold,v5_source,value_phrase
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001624,9,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003744,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000384,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001043,7,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003205,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003598,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003742,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004333,8,"Where available, we would like installation in a protected hazardous area.",ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002914,7,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000715,9,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002913,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001627,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000382,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001635,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004055,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003367,8,Please consider installation in a protected hazardous area as a preferred option.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004048,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002927,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001609,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000120,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000734,7,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003748,7,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003851,7,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001608,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003199,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001250,8,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001251,9,"If possible, please provide installation in a protected hazardous area.",ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000285,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003747,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002922,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001611,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000388,7,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003593,7,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003746,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002923,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003362,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001245,7,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004476,7,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003201,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000286,8,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000727,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001618,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001616,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000528,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000119,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001567,9,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002959,7,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004564,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004563,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001008,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003566,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001568,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000271,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000142,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000769,7,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004243,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000761,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000763,8,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001588,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003935,8,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003567,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000511,8,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004035,8,"If possible, please provide installation in a protected hazardous area.",ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-000398,8,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002950,8,"Where available, we would like installation in a protected hazardous area.",ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001573,8,We require installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001280,7,The proposed solution must provide installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004275,9,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003568,8,Please consider installation in a protected hazardous area as a preferred option.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-002949,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-004567,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001575,8,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001017,7,The application requires installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-003179,7,"Where available, we would like installation in a protected hazardous area.",ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
protectionArea,installation in a protected hazardous area,3.566666666666668,2,RFQ731-001004,7,The equipment is required to support installation in a protected hazardous area.,ACCEPT,1.3,V4_DECISION_LAYER,installation in a protected hazardous area
