rfq_id,actual_requirement_count,predicted_requirement_count,true_positives,false_positives,false_negatives,exact_match,devCategory_predicted,devCategory_confidence,devCategory_evidence,devCategory_method,characteristic_predicted,characteristic_confidence,characteristic_evidence,characteristic_method,housing_predicted,housing_confidence,housing_evidence,housing_method,powerSupply_predicted,powerSupply_confidence,powerSupply_evidence,powerSupply_method,numberOfChannels_predicted,numberOfChannels_confidence,numberOfChannels_evidence,numberOfChannels_method,explosionApproval_predicted,explosionApproval_confidence,explosionApproval_evidence,explosionApproval_method,protectionArea_predicted,protectionArea_confidence,protectionArea_evidence,protectionArea_method,certification_predicted,certification_confidence,certification_evidence,certification_method,dataInterface_predicted,dataInterface_confidence,dataInterface_evidence,dataInterface_method,stromSchaltbar_predicted,stromSchaltbar_confidence,stromSchaltbar_evidence,stromSchaltbar_method,stromEingaenge_predicted,stromEingaenge_confidence,stromEingaenge_evidence,stromEingaenge_method,temperaturEingaenge_predicted,temperaturEingaenge_confidence,temperaturEingaenge_evidence,temperaturEingaenge_method,binaerDigitalOpenColl_MN_predicted,binaerDigitalOpenColl_MN_confidence,binaerDigitalOpenColl_MN_evidence,binaerDigitalOpenColl_MN_method,binaerOpenColl_MP_predicted,binaerOpenColl_MP_confidence,binaerOpenColl_MP_evidence,binaerOpenColl_MP_method,waveInjector_predicted,waveInjector_confidence,waveInjector_evidence,waveInjector_method,dev_advMeterVerification_predicted,dev_advMeterVerification_confidence,dev_advMeterVerification_evidence,dev_advMeterVerification_method,dynamicGasMaster_predicted,dynamicGasMaster_confidence,dynamicGasMaster_evidence,dynamicGasMaster_method,customUserFluid_predicted,customUserFluid_confidence,customUserFluid_evidence,customUserFluid_method,steamApplication_predicted,steamApplication_confidence,steamApplication_evidence,steamApplication_method
RFQ731-001566,16,7,6,1,10,False,G,0.98,"the following technical and application requirements: the proposed solution must provide gas measurement. the proposed solution must provide standard-temperature service. if possible, please pro",EXPLICIT_GAS,TE,0.96,"ed option. the proposed solution must provide one current input. the application requires temperature measurement capability. where available, we would like a digital open-collector input. we would prefe",EXPLICIT_TE,ST,0.99,"proposed solution must provide standard-temperature service. if possible, please provide stainless-steel enclosure. where available, we would like standard power supply. if possible, please provide a sing",EXPLICIT_HOUSING,1,0.99,"ce. if possible, please provide stainless-steel enclosure. where available, we would like standard power supply. if possible, please provide a single measurement channel. the equipment is required to s",EXPLICIT_STANDARD_POWER,1,0.99,"sure. where available, we would like standard power supply. if possible, please provide a single measurement channel. the equipment is required to support the required explosionapproval configuration. the a",EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,nnel would benefit from convenient commissioning and diagnostic access. please consider a switchable current-output capability as a preferred option. the proposed solution must provide one current input. t,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"ed option. the proposed solution must provide one current input. the application requires temperature measurement capability. where available, we would like a digital open-collector input. we would prefer advanced",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001567,14,9,8,1,6,False,F,0.96,ide a quotation based on the following technical and application requirements: we require flow measurement for liquid service. the equipment is required to support standard process configuration.,EXPLICIT_FLOW,TE,0.96,"e high-speed communication. we require a switchable current-output capability. we require temperature measurement capability. where available, we would like an open-collector input capability. we would p",EXPLICIT_TE,ST,0.99,service. the equipment is required to support standard process configuration. we require stainless-steel enclosure. the proposed solution must provide the alternative electrical supply option. the applica,EXPLICIT_HOUSING,4,0.99,nfiguration. we require stainless-steel enclosure. the proposed solution must provide the alternative electrical supply option. the application requires a single measurement channel. the application requires h,EXPLICIT_ALTERNATIVE_POWER,1,0.99,olution must provide the alternative electrical supply option. the application requires a single measurement channel. the application requires hazardous-area operation. the equipment is required to support,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,", we would like appropriate measurement certification. the proposed solution must provide high-speed communication. we require a switchable current-output capability. we require temperature measurement ca",SEMANTIC_HIGH_SPEED,CS1,0.9,"certification. the proposed solution must provide high-speed communication. we require a switchable current-output capability. we require temperature measurement capability. where available, we would like",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"e high-speed communication. we require a switchable current-output capability. we require temperature measurement capability. where available, we would like an open-collector input capability. we would prefer enhan",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,"would prefer enhanced measurement capability for demanding applications. please consider advanced meter verification as a preferred option. please include pricing, expected delivery lead time, validity of t",SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001568,14,8,8,0,6,False,G,0.98,n based on the following technical and application requirements: the application requires gas measurement. we require general-purpose configuration. we would prefer stainless-steel housing. we re,EXPLICIT_GAS,GP,0.98,hnical and application requirements: the application requires gas measurement. we require general-purpose configuration. we would prefer stainless-steel housing. we require standard power supply. we require a,EXPLICIT_GP,ST,0.99,ation requires gas measurement. we require general-purpose configuration. we would prefer stainless-steel housing. we require standard power supply. we require a single measurement channel. the equipment,EXPLICIT_HOUSING,1,0.99,equire general-purpose configuration. we would prefer stainless-steel housing. we require standard power supply. we require a single measurement channel. the equipment will be installed in an operating,EXPLICIT_STANDARD_POWER,1,0.99,. we would prefer stainless-steel housing. we require standard power supply. we require a single measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"ardous area. we require standard certification documentation. if possible, please provide standard communication capability. the proposed solution must provide a switchable current-output capability. th",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"e, please provide standard communication capability. the proposed solution must provide a switchable current-output capability. the equipment is required to support a dedicated current-input channel. the a",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"like an additional digital signal input. the proposed solution must provide advanced low-temperature measurement capability. please include pricing, expected delivery lead time, validity of the quotation, and any",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001569,16,10,9,1,7,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support standard process configuration. the app,EXPLICIT_GAS,TE,0.96,"n. where available, we would like one current input. the equipment is required to support temperature measurement capability. we require a digital open-collector input. please consider advanced low-tempe",EXPLICIT_TE,ST,0.99,equipment is required to support standard process configuration. the application requires stainless-steel housing. the proposed solution must provide the alternative electrical supply option. the propose,EXPLICIT_HOUSING,4,0.99,the application requires stainless-steel housing. the proposed solution must provide the alternative electrical supply option. the proposed solution must provide a single measurement channel. the proposed sol,EXPLICIT_ALTERNATIVE_POWER,1,0.99,st provide the alternative electrical supply option. the proposed solution must provide a single measurement channel. the proposed solution must provide the installation does not require hazardous-area appr,EXPLICIT_CHANNEL,N,0.99,provide a single measurement channel. the proposed solution must provide the installation does not require hazardous-area approval. we require standard installation conditions. we require standard certification documenta,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,"ns. we require standard certification documentation. the equipment is required to support high-speed communication. where available, we would like one current input. the equipment is required to support t",SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"n. where available, we would like one current input. the equipment is required to support temperature measurement capability. we require a digital open-collector input. please consider advanced low-temperature meas",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,er advanced low-temperature measurement capability as a preferred option. we would prefer advanced meter verification. please consider enhanced gas measurement capability as a preferred option. we would pref,SEMANTIC_AMV,1,0.9,ility as a preferred option. we would prefer advanced meter verification. please consider enhanced gas measurement capability as a preferred option. we would prefer custom fluid configuration. please incl,SEMANTIC_DGM,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001570,13,6,5,1,8,False,NOVALUE,0.0,,,TE,0.96,roposed solution must provide a dedicated current-input channel. the application requires temperature measurement capability. we would prefer enhanced measurement capability for demanding applications. p,EXPLICIT_TE,ST,0.99,y configuration. the application requires standard process configuration. we would prefer stainless-steel enclosure. please consider an alternative power supply as a preferred option. the equipment is requ,EXPLICIT_HOUSING,4,0.99,dard process configuration. we would prefer stainless-steel enclosure. please consider an alternative power supply as a preferred option. the equipment is required to support one measurement channel. the,EXPLICIT_ALTERNATIVE_POWER,1,0.99,r an alternative power supply as a preferred option. the equipment is required to support one measurement channel. the application requires operation in an area requiring explosion protection. the equipm,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,"f possible, please provide enhanced communication capability. if possible, please provide switchable current-output functionality. the proposed solution must provide a dedicated current-input channel. the",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,roposed solution must provide a dedicated current-input channel. the application requires temperature measurement capability. we would prefer enhanced measurement capability for demanding applications. please inclu,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001571,15,5,4,1,11,False,G,0.98,n based on the following technical and application requirements: the application requires gas metering application. the application requires standard-temperature service. please consider stain,EXPLICIT_GAS,VG,0.9,"ible, please provide an open-collector input capability. the customer would like enhanced verification capabilities for maintenance. where available, we would like custom fluid configuration.",EXPLICIT_VG,ST,0.99,ering application. the application requires standard-temperature service. please consider stainless-steel enclosure as a preferred option. the equipment is required to support the standard electrical suppl,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,n. the equipment is required to support the standard electrical supply option. we require one measurement channel. we require hazardous-area operation. the application requires operation in a hazardous a,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,CS1,0.9,"nefit from convenient commissioning and diagnostic access. where available, we would like switchable current-output functionality. the proposed solution must provide a dedicated current-input channel. if p",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001572,14,6,5,1,9,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas metering application. the application requires standard-temperature service. the installation envi,EXPLICIT_GAS,VG,0.9,"lable, we would like an additional digital signal input. the customer would like enhanced verification capabilities for maintenance. we require a customer-specific fluid definition. the equipm",EXPLICIT_VG,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.99,e. the equipment is required to support the standard electrical supply option. we require one measurement channel. we require standard non-hazardous-area installation. we require a non-hazardous installa,EXPLICIT_CHANNEL,N,0.94,tandard electrical supply option. we require one measurement channel. we require standard non-hazardous-area installation. we require a non-hazardous installation area. the equipment is require,IMPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,the equipment is required to support the standard certification package. please consider high-speed communication as a preferred option. the application requires a switchable current-output capability. w,SEMANTIC_HIGH_SPEED,CS1,0.9,"lease consider high-speed communication as a preferred option. the application requires a switchable current-output capability. where available, we would like an additional digital signal input. the custom",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001573,15,5,4,1,11,False,G,0.98,n based on the following technical and application requirements: the application requires gas measurement. the equipment is required to support standard temperature application. the proposed solu,EXPLICIT_GAS,TE,0.96,"the application requires a dedicated current-input channel. the application requires one temperature measurement input. if possible, please provide a digital open-collector input. please consider enhanc",EXPLICIT_TE,ST,0.99,required to support standard temperature application. the proposed solution must provide stainless-steel enclosure. the proposed solution must provide the standard electrical supply option. the applicatio,EXPLICIT_HOUSING,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,protected hazardous area. we would prefer the standard certification package. we require high-speed communication. the application requires a dedicated current-input channel. the application requires one,SEMANTIC_HIGH_SPEED,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.96,"the application requires a dedicated current-input channel. the application requires one temperature measurement input. if possible, please provide a digital open-collector input. please consider enhanc",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001574,15,9,7,2,8,False,G,0.98,ments: we require flow measurement for liquid service. the proposed solution must provide general-purpose configuration. we require stainless-steel enclosure. the equipment is required to support an alternativ,EXPLICIT_GENERAL_PURPOSE,GP,0.98,ments: we require flow measurement for liquid service. the proposed solution must provide general-purpose configuration. we require stainless-steel enclosure. the equipment is required to support an alternativ,EXPLICIT_GP,ST,0.99,uid service. the proposed solution must provide general-purpose configuration. we require stainless-steel enclosure. the equipment is required to support an alternative power supply. the proposed solution,EXPLICIT_HOUSING,4,0.99,figuration. we require stainless-steel enclosure. the equipment is required to support an alternative power supply. the proposed solution must provide a single measurement channel. the application require,EXPLICIT_ALTERNATIVE_POWER,1,0.99,is required to support an alternative power supply. the proposed solution must provide a single measurement channel. the application requires the installation does not require hazardous-area approval. the,EXPLICIT_CHANNEL,N,0.99,tion must provide a single measurement channel. the application requires the installation does not require hazardous-area approval. the application requires standard installation conditions. the proposed solution must pr,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"solution must provide the required measurement certification. if possible, please provide standard communication capability. please consider a switchable current-output capability as a preferred option.",SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,"ication. if possible, please provide standard communication capability. please consider a switchable current-output capability as a preferred option. we require a dedicated current-input channel. if possib",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"e provide an additional digital signal input. where available, we would like advanced low-temperature measurement capability. the customer would like enhanced verification capabilities for maintenance. the proposed",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001575,14,9,7,2,7,False,F,0.96,the following technical and application requirements: the proposed solution must provide flow measurement for liquid service. the equipment is required to support standard process configuration.,EXPLICIT_FLOW,TE,0.96,ation capability. we would prefer switchable current-output functionality. we require one temperature measurement input. the application requires digital signal input capability. we would prefer advanced,EXPLICIT_TE,ST,0.99,required to support standard process configuration. the equipment is required to support stainless-steel enclosure. the application requires standard power supply. the application requires a single measur,EXPLICIT_HOUSING,1,0.99,the equipment is required to support stainless-steel enclosure. the application requires standard power supply. the application requires a single measurement channel. we require operation in an area r,EXPLICIT_STANDARD_POWER,1,0.99,eel enclosure. the application requires standard power supply. the application requires a single measurement channel. we require operation in an area requiring explosion protection. the application requires,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,ation requires standard certification documentation. the equipment is required to support standard communication capability. we would prefer switchable current-output functionality. we require one tempe,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,. the equipment is required to support standard communication capability. we would prefer switchable current-output functionality. we require one temperature measurement input. the application requires dig,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"t. the application requires digital signal input capability. we would prefer advanced low-temperature measurement capability. the application requires advanced verification functionality. please include pricing, ex",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,MP1,0.8,put functionality. we require one temperature measurement input. the application requires digital signal input capability. we would prefer advanced low-temperature measurement capability. the application require,SEMANTIC_MP,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001576,14,8,7,1,7,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas metering application. the proposed solution must provide standard process configuration. the appli,EXPLICIT_GAS,TE,0.96,proposed solution must provide one current input. the proposed solution must provide one temperature measurement input. the proposed solution must provide advanced low-temperature measurement capability,EXPLICIT_TE,ST,0.99,e proposed solution must provide standard process configuration. the application requires stainless-steel housing. the application requires the alternative electrical supply option. the application requi,EXPLICIT_HOUSING,4,0.99,iguration. the application requires stainless-steel housing. the application requires the alternative electrical supply option. the application requires a single measurement channel. the proposed solution must,EXPLICIT_ALTERNATIVE_POWER,1,0.99,application requires the alternative electrical supply option. the application requires a single measurement channel. the proposed solution must provide the installation does not require hazardous-area appr,EXPLICIT_CHANNEL,N,0.99,equires a single measurement channel. the proposed solution must provide the installation does not require hazardous-area approval. the proposed solution must provide standard installation conditions. we would prefer app,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,rovide one temperature measurement input. the proposed solution must provide advanced low-temperature measurement capability. the proposed solution must provide advanced verification functionality. the application,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.9,"posed solution must provide advanced verification functionality. the application requires enhanced gas measurement capability. please include pricing, expected delivery lead time, validity of the quotatio",SEMANTIC_DGM,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001577,16,10,10,0,6,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas metering application. the equipment is required to support general-purpose configuration. we would,EXPLICIT_GAS,GP,0.98,osed solution must provide gas metering application. the equipment is required to support general-purpose configuration. we would prefer stainless-steel housing. we require the alternative electrical supply op,EXPLICIT_GP,ST,0.99,tion. the equipment is required to support general-purpose configuration. we would prefer stainless-steel housing. we require the alternative electrical supply option. the application requires a single m,EXPLICIT_HOUSING,4,0.99,rt general-purpose configuration. we would prefer stainless-steel housing. we require the alternative electrical supply option. the application requires a single measurement channel. the application requires t,EXPLICIT_ALTERNATIVE_POWER,1,0.99,housing. we require the alternative electrical supply option. the application requires a single measurement channel. the application requires the installation does not require hazardous-area approval. we r,EXPLICIT_CHANNEL,N,0.99,lication requires a single measurement channel. the application requires the installation does not require hazardous-area approval. we require standard installation conditions. the application requires the standard certi,EXPLICIT_NON_HAZARDOUS,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,ation conditions. the application requires the standard certification package. we require high-speed communication. the application requires a switchable current-output capability. the equipment is requir,SEMANTIC_HIGH_SPEED,CS1,0.9,rd certification package. we require high-speed communication. the application requires a switchable current-output capability. the equipment is required to support one temperature measurement input. we re,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,measurement input. we require an additional digital signal input. we require advanced low-temperature measurement capability. the proposed solution must provide advanced meter verification. the application requires,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.96,quire advanced low-temperature measurement capability. the proposed solution must provide advanced meter verification. the application requires dynamic gas measurement functionality. we would prefer a custom,SEMANTIC_AMV,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001578,16,8,8,0,8,False,G,0.98,the following technical and application requirements: the proposed solution must provide gas measurement. we require general-purpose configuration. the proposed solution must provide stainless-s,EXPLICIT_GAS,GP,0.98,application requirements: the proposed solution must provide gas measurement. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. we require the standard elec,EXPLICIT_GP,ST,0.99,measurement. we require general-purpose configuration. the proposed solution must provide stainless-steel housing. we require the standard electrical supply option. the proposed solution must provide one,EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,ing. we require the standard electrical supply option. the proposed solution must provide one measurement channel. the equipment is required to support hazardous-area operation. the equipment is required,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,"ea. the equipment is required to support standard certification documentation. we require high-speed communication. we would prefer switchable current-output functionality. if possible, please provide tem",SEMANTIC_HIGH_SPEED,CS1,0.9,"tandard certification documentation. we require high-speed communication. we would prefer switchable current-output functionality. if possible, please provide temperature measurement capability. we would p",SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,"ion. we would prefer switchable current-output functionality. if possible, please provide temperature measurement capability. we would prefer an open-collector input capability. if possible, please provide advanced",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,1,0.9,"if possible, please provide advanced verification functionality. the application requires enhanced gas measurement capability. please consider custom fluid configuration as a preferred option. please incl",SEMANTIC_DGM,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001579,13,5,3,2,10,False,G,0.98,ide a quotation based on the following technical and application requirements: we require gas measurement. the proposed solution must provide standard temperature application. please consider sta,EXPLICIT_GAS,TE,0.96,"must provide an open-collector input capability. if possible, please provide advanced low-temperature measurement capability. where available, we would like a customer-specific fluid definition. please c",EXPLICIT_TE,ST,0.99,ent. the proposed solution must provide standard temperature application. please consider stainless-steel enclosure as a preferred option. we would prefer the standard electrical supply option. the propose,EXPLICIT_HOUSING,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"requirements. we require the standard certification package. if possible, please provide standard communication capability. the proposed solution must provide an open-collector input capability. if pos",SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"must provide an open-collector input capability. if possible, please provide advanced low-temperature measurement capability. where available, we would like a customer-specific fluid definition. please consider the",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001580,15,8,7,1,8,False,G,0.98,"tion requirements: we require liquid flow measurement. the proposed solution must provide general-purpose configuration. where available, we would like stainless-steel housing. we require the alternative elect",EXPLICIT_GENERAL_PURPOSE,GP,0.98,"tion requirements: we require liquid flow measurement. the proposed solution must provide general-purpose configuration. where available, we would like stainless-steel housing. we require the alternative elect",EXPLICIT_GP,ST,0.99,"posed solution must provide general-purpose configuration. where available, we would like stainless-steel housing. we require the alternative electrical supply option. we require a single measurement cha",EXPLICIT_HOUSING,4,0.99,"ose configuration. where available, we would like stainless-steel housing. we require the alternative electrical supply option. we require a single measurement channel. the equipment will be installed in an op",EXPLICIT_ALTERNATIVE_POWER,1,0.99,tainless-steel housing. we require the alternative electrical supply option. we require a single measurement channel. the equipment will be installed in an operating area where the applicable hazardous-area,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,HS,0.96,installation conditions. we require standard certification documentation. please consider high-speed communication as a preferred option. the equipment is required to support a switchable current-output c,SEMANTIC_HIGH_SPEED,CS1,0.9,er high-speed communication as a preferred option. the equipment is required to support a switchable current-output capability. we would prefer a dedicated current-input channel. we require temperature mea,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,TT1,0.98,current-output capability. we would prefer a dedicated current-input channel. we require temperature measurement capability. please consider an additional digital signal input as a preferred option. we would prefe,EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001581,14,7,5,2,9,False,G,0.98,requirements: the application requires liquid flow measurement. the application requires general-purpose configuration. the application requires stainless-steel enclosure. we require standard power supply. th,EXPLICIT_GENERAL_PURPOSE,GP,0.98,requirements: the application requires liquid flow measurement. the application requires general-purpose configuration. the application requires stainless-steel enclosure. we require standard power supply. th,EXPLICIT_GP,ST,0.99,urement. the application requires general-purpose configuration. the application requires stainless-steel enclosure. we require standard power supply. the application requires one measurement channel. the,EXPLICIT_HOUSING,1,0.99,ral-purpose configuration. the application requires stainless-steel enclosure. we require standard power supply. the application requires one measurement channel. the proposed solution must provide haz,EXPLICIT_STANDARD_POWER,1,0.99,res stainless-steel enclosure. we require standard power supply. the application requires one measurement channel. the proposed solution must provide hazardous-area operation. we require operation in a h,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,"pplication requires standard certification documentation. if possible, please provide the standard communication interface. the application requires one current input. we would prefer an open-collector",SEMANTIC_STANDARD_COMMUNICATION,NOVALUE,0.0,,,NOVALUE,0.0,,,TT1,0.98,"urrent input. we would prefer an open-collector input capability. we require advanced low-temperature measurement capability. where available, we would like advanced verification functionality. the equipment is req",EXPLICIT_TEMPERATURE,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
RFQ731-001582,12,6,5,1,7,False,F,0.96,"llowing technical and application requirements: the proposed solution must provide liquid flow measurement. the proposed solution must provide process water measurement. where available, we would",EXPLICIT_FLOW,VG,0.9,"required binaerdigitalopencoll_mn configuration. where available, we would like advanced verification functionality. please include pricing, expected delivery lead time, validity of the quota",EXPLICIT_VG,ST,0.99,"proposed solution must provide process water measurement. where available, we would like stainless-steel housing. the application requires the standard electrical supply option. please consider one meas",EXPLICIT_HOUSING,NOVALUE,0.0,,,1,0.99,housing. the application requires the standard electrical supply option. please consider one measurement channel as a preferred option. the equipment is required to support a hazardous process environme,EXPLICIT_CHANNEL,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NN,0.96,must provide standard certification documentation. the proposed solution must provide the standard communication interface. we would prefer a switchable current-output capability. the proposed solution,SEMANTIC_STANDARD_COMMUNICATION,CS1,0.9,he proposed solution must provide the standard communication interface. we would prefer a switchable current-output capability. the proposed solution must provide the required binaerdigitalopencoll_mn conf,SEMANTIC_SWITCHABLE_CURRENT,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,,NOVALUE,0.0,,
